Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-02-05,RELIANCE,EQ,928.8,936.0,939.9,917.6,921.6,923.7,930.11,2826578,262903529765000.0,58327,1217769,0.4308
2015-02-06,RELIANCE,EQ,923.7,924.1,930.0,903.0,911.15,909.9,916.3,2067728,189466759350000.0,50276,906160,0.43820000000000003
2015-02-09,RELIANCE,EQ,909.9,901.2,918.0,892.0,894.35,896.7,905.54,2020605,182974840605000.0,55988,880015,0.4355
2015-02-10,RELIANCE,EQ,896.7,898.0,904.5,861.3,884.6,882.0,887.96,3120391,277079407360000.0,83170,1215405,0.3895
2015-02-11,RELIANCE,EQ,882.0,886.0,904.75,883.0,901.5,900.7,894.64,2235774,200021838445000.0,43905,1002752,0.4485
2015-02-12,RELIANCE,EQ,900.7,908.0,913.95,887.25,912.55,909.15,899.35,1990874,179049942745000.0,54081,744878,0.3741
2015-02-13,RELIANCE,EQ,909.15,914.0,920.8,909.05,920.05,917.5,916.17,1690071,154839296295000.0,39163,759743,0.4495
2015-02-16,RELIANCE,EQ,917.5,918.7,924.2,900.0,902.15,902.8,910.85,2803961,255397482925000.0,75984,1577530,0.5626
2015-02-18,RELIANCE,EQ,902.8,900.0,908.0,894.4,901.1,901.65,901.29,2248124,202621115490000.0,65950,1239873,0.5515
2015-02-19,RELIANCE,EQ,901.65,906.95,907.6,887.55,901.15,902.05,896.86,2183115,195794974635000.0,57260,1006768,0.4612
2015-02-20,RELIANCE,EQ,902.05,895.25,896.0,871.3,872.8,873.1,876.92,4278437,375183733365000.0,111545,2125610,0.4968
2015-02-23,RELIANCE,EQ,873.1,869.95,876.75,847.1,848.1,851.45,860.98,3224043,277583905044999.97,71325,1703516,0.5284000000000001
2015-02-24,RELIANCE,EQ,851.45,854.25,856.8,837.0,842.2,841.45,843.77,4559370,384707614075000.0,135555,2380353,0.5221
