Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-10-07,BHARTIARTL,EQ,348.85,348.85,348.95,340.35,343.3,342.65,342.53,3276629,112234570955000.0,43177,2142333,0.6537999999999999
2015-10-08,BHARTIARTL,EQ,342.65,343.5,345.7,336.95,341.0,341.55,340.51,4299231,146393218015000.0,56775,2577702,0.5996
2015-10-09,BHARTIARTL,EQ,341.55,344.0,348.9,343.25,347.5,347.6,345.68,5000251,172849459690000.0,33975,3919434,0.7837999999999999
2015-10-12,BHARTIARTL,EQ,347.6,348.0,352.1,347.6,349.25,349.5,349.54,2200378,76912442005000.0,32120,1341128,0.6095
2015-10-13,BHARTIARTL,EQ,349.5,351.1,351.7,342.85,345.0,345.45,345.92,2334312,80747485895000.0,41389,1428368,0.6119
2015-10-14,BHARTIARTL,EQ,345.45,347.45,350.15,341.9,347.0,346.3,345.79,3121999,107956455520000.0,47324,2242962,0.7184
2015-10-15,BHARTIARTL,EQ,346.3,348.0,353.4,344.0,351.0,351.25,348.62,4969702,173253388965000.0,80040,3025283,0.6087
2015-10-16,BHARTIARTL,EQ,351.25,347.2,352.45,341.0,349.75,349.65,345.79,4144144,143298541375000.0,45458,2499394,0.6031000000000001
2015-10-19,BHARTIARTL,EQ,349.65,353.0,365.65,346.0,363.1,363.7,360.87,3906153,140961279970000.0,59243,1764379,0.45170000000000005
2015-10-20,BHARTIARTL,EQ,363.7,362.85,367.0,359.5,363.0,361.85,362.1,2332512,84459425025000.0,27513,956480,0.41009999999999996
2015-10-21,BHARTIARTL,EQ,361.85,364.05,373.8,363.9,370.35,371.5,369.97,3996821,147868402690000.0,55860,1954542,0.489
2015-10-23,BHARTIARTL,EQ,371.5,374.0,374.7,356.5,357.35,359.1,362.37,4012696,145409477715000.0,64823,2381268,0.5934
2015-10-26,BHARTIARTL,EQ,359.1,365.0,365.25,346.85,352.8,352.2,355.62,6627337,235680601080000.03,75375,2243979,0.3386
2015-10-27,BHARTIARTL,EQ,352.2,351.45,354.7,348.1,352.7,352.65,351.39,2573223,90419829630000.0,31277,1109187,0.43100000000000005
2015-10-28,BHARTIARTL,EQ,352.65,352.3,359.75,351.0,357.35,358.3,357.71,3430973,122730624734999.98,58867,1954324,0.5696
2015-10-29,BHARTIARTL,EQ,358.3,356.5,358.95,349.0,354.8,355.4,353.79,4110592,145427669790000.0,61768,2350994,0.5719
2015-10-30,BHARTIARTL,EQ,355.4,353.0,360.9,344.55,346.0,349.05,354.64,3594643,127480890220000.0,38510,2225729,0.6192000000000001
2015-11-02,BHARTIARTL,EQ,349.05,347.5,351.7,343.65,349.55,350.15,347.3,2574952,89427160560000.0,50028,1695703,0.6585
2015-11-03,BHARTIARTL,EQ,350.15,351.05,353.8,345.9,347.1,347.65,348.06,1505969,52417244765000.0,29674,834591,0.5542
2015-11-04,BHARTIARTL,EQ,347.65,349.0,350.3,343.2,346.0,346.4,346.2,2174205,75271322060000.0,45722,1224186,0.563
2015-11-05,BHARTIARTL,EQ,346.4,343.35,346.0,334.1,334.8,336.55,337.65,3125170,105521561930000.0,53705,2049163,0.6557
2015-11-06,BHARTIARTL,EQ,336.55,333.0,342.15,317.1,340.0,339.2,335.31,3040002,101935306610000.0,38577,1644908,0.5411
2015-11-09,BHARTIARTL,EQ,339.2,334.05,338.6,320.75,334.0,335.25,332.83,3272247,108910449905000.0,44277,1683863,0.5146000000000001
2015-11-10,BHARTIARTL,EQ,335.25,332.65,335.7,327.55,331.0,331.65,331.9,2182752,72445423555000.0,49339,1325824,0.6074
2015-11-11,BHARTIARTL,EQ,331.65,334.0,336.0,330.0,330.0,331.9,332.52,139226,4629583900000.0,2708,50772,0.36469999999999997
2015-11-13,BHARTIARTL,EQ,331.9,325.05,336.0,325.05,335.8,333.9,331.47,2505836,83061361250000.0,54187,1716487,0.685
2015-11-16,BHARTIARTL,EQ,333.9,335.7,339.3,330.5,336.25,335.75,336.24,2431305,81750218945000.0,23243,1610151,0.6623
2015-11-17,BHARTIARTL,EQ,335.75,336.5,337.65,331.0,335.0,334.5,332.97,1958494,65211449195000.01,39249,1117260,0.5705
2015-11-18,BHARTIARTL,EQ,334.5,336.0,342.15,332.45,335.45,333.95,337.17,2241421,75573981305000.0,29948,1113360,0.49670000000000003
2015-11-19,BHARTIARTL,EQ,333.95,335.15,341.0,332.2,339.15,339.55,336.77,1787205,60188169440000.0,31883,995641,0.5571
2015-11-20,BHARTIARTL,EQ,339.55,338.55,344.35,334.0,340.05,341.35,338.59,2087013,70664719385000.0,25888,942419,0.4516
2015-11-23,BHARTIARTL,EQ,341.35,341.6,346.2,336.95,339.0,339.0,341.14,1934436,65992303770000.01,50522,939042,0.4854
2015-11-24,BHARTIARTL,EQ,339.0,339.5,345.7,335.15,342.0,341.55,340.39,2597651,88421538880000.0,46088,1365809,0.5258
2015-11-26,BHARTIARTL,EQ,341.55,342.0,345.65,340.05,342.0,342.15,342.35,7324230,250744238855000.03,59321,4264056,0.5822
2015-11-27,BHARTIARTL,EQ,342.15,343.9,344.75,339.35,342.05,342.2,341.91,1315880,44991347115000.0,15175,581831,0.4422
2015-11-30,BHARTIARTL,EQ,342.2,343.0,344.0,333.2,334.85,334.35,335.2,6408570,214815748025000.0,89167,4912474,0.7665000000000001
2015-12-01,BHARTIARTL,EQ,334.35,335.95,335.95,321.45,323.8,322.75,324.94,8163924,265277056419999.97,117510,5241773,0.6421
2015-12-02,BHARTIARTL,EQ,322.75,325.3,325.55,316.45,323.25,322.9,320.55,6132838,196590636185000.0,53497,2906560,0.4739
2015-12-03,BHARTIARTL,EQ,322.9,322.0,326.5,318.5,320.0,319.55,322.6,3973225,128176600445000.0,44197,2632050,0.6624
2015-12-04,BHARTIARTL,EQ,319.55,318.0,322.5,317.15,321.7,321.3,320.52,2651126,84972744815000.0,26960,1580102,0.596
2015-12-07,BHARTIARTL,EQ,321.3,321.3,324.0,318.65,320.6,320.1,320.07,2420069,77459556670000.0,25320,1631312,0.6741
2015-12-08,BHARTIARTL,EQ,320.1,320.0,320.45,315.1,317.0,317.85,318.21,4137318,131655430634999.98,29704,3342595,0.8079000000000001
2015-12-09,BHARTIARTL,EQ,317.85,317.25,317.5,308.1,312.05,310.85,310.78,4676095,145321692245000.0,52271,3181098,0.6803
2015-12-10,BHARTIARTL,EQ,310.85,313.9,314.45,308.5,313.0,312.65,311.98,2109887,65824609429999.99,38421,1236361,0.5860000000000001
2015-12-11,BHARTIARTL,EQ,312.65,315.0,315.0,307.5,309.8,309.55,310.59,2123322,65948615535000.0,30008,1488335,0.7009000000000001
2015-12-14,BHARTIARTL,EQ,309.55,307.0,311.0,304.15,306.0,306.15,306.41,3448481,105663640095000.0,40215,2184259,0.6334000000000001
2015-12-15,BHARTIARTL,EQ,306.15,306.15,310.0,304.6,309.5,309.2,308.69,2364423,72988264090000.0,52878,1437898,0.6081000000000001
2015-12-16,BHARTIARTL,EQ,309.2,311.0,321.95,309.55,321.75,320.35,318.64,4134516,131744168545000.0,54612,2854178,0.6903
2015-12-17,BHARTIARTL,EQ,320.35,321.0,324.3,320.05,322.0,322.4,322.21,3605149,116161648940000.02,49181,2834919,0.7864
2015-12-18,BHARTIARTL,EQ,322.4,322.3,323.4,318.0,321.0,319.05,319.74,4095659,130953011059999.98,37559,3158710,0.7712000000000001
2015-12-21,BHARTIARTL,EQ,319.05,319.45,323.25,317.0,320.7,320.9,320.16,2978983,95375563170000.0,29330,2055157,0.6899
2015-12-22,BHARTIARTL,EQ,320.9,321.0,327.3,320.2,323.0,323.2,324.25,3339358,108278183345000.0,41340,2275352,0.6814
2015-12-23,BHARTIARTL,EQ,323.2,326.0,332.85,324.2,332.45,332.35,329.65,3587112,118248213475000.0,45773,2526627,0.7044
2015-12-24,BHARTIARTL,EQ,332.35,332.25,339.75,328.65,337.75,338.45,335.17,2576348,86352409915000.0,46952,1697121,0.6587000000000001
2015-12-28,BHARTIARTL,EQ,338.45,337.25,338.0,330.0,330.55,331.75,332.71,3007130,100051101625000.0,22959,2162644,0.7192000000000001
2015-12-29,BHARTIARTL,EQ,331.75,332.9,336.25,330.5,335.0,335.25,334.47,2513363,84065689240000.0,30798,1623393,0.6459
2015-12-30,BHARTIARTL,EQ,335.25,339.0,339.35,332.05,332.1,333.1,335.54,1555673,52198901700000.0,16626,807264,0.5189
2015-12-31,BHARTIARTL,EQ,333.1,334.0,341.75,332.45,338.0,340.4,338.27,2952266,99865557080000.0,28762,1711228,0.5796
2016-01-01,BHARTIARTL,EQ,340.4,339.95,344.0,337.65,339.1,340.5,341.08,1250268,42643693125000.0,15479,237766,0.1902
